10:57:43.956 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:58:17.889 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(InlayHintsOptionsMigration) created
10:58:17.890 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(InlayHintsOptionsMigration)" time=0ms. Total: 1.0012ms
10:58:17.890 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(InlayHintsOptionsMigration)]"  value=0ms
10:58:17.890 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(InlayHintsOptionsMigration)"  time=0ms
10:58:17.905 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(XmlMoveToCommonFormatterSettingsUpgrade) created
10:58:17.905 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(XmlMoveToCommonFormatterSettingsUpgrade)" time=0ms. Total: 0ms
10:58:17.905 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(XmlMoveToCommonFormatterSettingsUpgrade)]"  value=0ms
10:58:17.905 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(XmlMoveToCommonFormatterSettingsUpgrade)"  time=0ms
10:58:17.915 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(VBSpaceAfterUnaryMigration) created
10:58:17.915 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(VBSpaceAfterUnaryMigration)" time=0ms. Total: 0ms
10:58:17.915 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(VBSpaceAfterUnaryMigration)]"  value=0ms
10:58:17.915 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(VBSpaceAfterUnaryMigration)"  time=0ms
10:58:17.919 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(MigrateBlankLinesAroundFieldToBlankLinesAroundProperty) created
10:58:17.919 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(MigrateBlankLinesAroundFieldToBlankLinesAroundProperty)" time=0ms. Total: 0ms
10:58:17.919 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(MigrateBlankLinesAroundFieldToBlankLinesAroundProperty)]"  value=0ms
10:58:17.919 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(MigrateBlankLinesAroundFieldToBlankLinesAroundProperty)"  time=0ms
10:58:17.923 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(MigrateThisQualifierSettings) created
10:58:17.923 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(MigrateThisQualifierSettings)" time=0ms. Total: 0ms
10:58:17.923 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(MigrateThisQualifierSettings)]"  value=0ms
10:58:17.923 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(MigrateThisQualifierSettings)"  time=0ms
10:58:17.938 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpPlaceAttributeOnSameLineMigration) created
10:58:17.938 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpPlaceAttributeOnSameLineMigration)" time=0ms. Total: 0ms
10:58:17.938 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpPlaceAttributeOnSameLineMigration)]"  value=0ms
10:58:17.938 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpPlaceAttributeOnSameLineMigration)"  time=1ms
10:58:17.953 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpUseContinuousIndentInsideBracesMigration) created
10:58:17.953 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpUseContinuousIndentInsideBracesMigration)" time=1ms. Total: 0ms
10:58:17.953 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpUseContinuousIndentInsideBracesMigration)]"  value=1ms
10:58:17.953 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpUseContinuousIndentInsideBracesMigration)"  time=1ms
10:58:17.956 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpRenamePlacementToArrangementMigration) created
10:58:17.956 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpRenamePlacementToArrangementMigration)" time=0ms. Total: 0ms
10:58:17.956 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpRenamePlacementToArrangementMigration)]"  value=0ms
10:58:17.956 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpRenamePlacementToArrangementMigration)"  time=0ms
10:58:17.968 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpPlaceEmbeddedOnSameLineMigration) created
10:58:17.968 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpPlaceEmbeddedOnSameLineMigration)" time=0ms. Total: 0ms
10:58:17.968 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpPlaceEmbeddedOnSameLineMigration)]"  value=0ms
10:58:17.968 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpPlaceEmbeddedOnSameLineMigration)"  time=0ms
10:58:17.988 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpKeepExistingMigration) created
10:58:17.988 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpKeepExistingMigration)" time=0ms. Total: 0ms
10:58:17.988 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpKeepExistingMigration)]"  value=0ms
10:58:17.988 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpKeepExistingMigration)"  time=1ms
10:58:17.998 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpAttributeForSingleLineMethodUpgrade) created
10:58:17.998 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpAttributeForSingleLineMethodUpgrade)" time=0ms. Total: 0ms
10:58:17.998 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpAttributeForSingleLineMethodUpgrade)]"  value=0ms
10:58:17.998 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpAttributeForSingleLineMethodUpgrade)"  time=0ms
10:58:18.013 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpFileLayoutPatternsUpgrade) created
10:58:18.015 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpFileLayoutPatternsUpgrade)" time=1ms. Total: 2.0937ms
10:58:18.015 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpFileLayoutPatternsUpgrade)]"  value=1ms
10:58:18.015 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpFileLayoutPatternsUpgrade)"  time=2ms
10:58:18.025 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(AlignmentTabFillStyleMigration) created
10:58:18.025 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(AlignmentTabFillStyleMigration)" time=0ms. Total: 0ms
10:58:18.025 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(AlignmentTabFillStyleMigration)]"  value=0ms
10:58:18.025 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(AlignmentTabFillStyleMigration)"  time=0ms
10:58:19.578 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
10:58:19.578 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:19.578 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:19.578 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:20.067 |V| RiderDocumentManagerDocumentFactory| JetPool(S) #2:14   | We are about to create a document C:\Users\Jester42\Desktop\VR_AgroBot\Library\PackageCache\com.unity.xr.legacyinputhelpers@2.1.10\Editor\TrackedPoseDriver\TPDConfigurationProvider.cs with EMPTY TEXT
10:58:20.365 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:20.381 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:21.584 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
10:58:21.585 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:21.585 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:21.585 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:22.397 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:22.415 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:23.634 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
10:58:23.638 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:23.638 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:23.638 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:23.992 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:24.001 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:25.783 |V| FileImages                    | CacheJobService:45 | <FileImages.Save>
10:58:25.818 |V| CacheJobService2              | CacheJobService:45 | <Measured> "Job.SaveCaches" #caches=46: ConfigFileCache, ConditionalNamesCache, NamedArgumentCache, TargetTypedObjectCreationCache, TopLevelCodeCache, GeneratedFilesCache, InternalsVisibleToCache, SymbolCache, TypeMembersCache, StubTreeNodeCache, AnnotatedEntitiesCache, AssemblyAnnotatedEntitiesCache, GlobalUsingsCache, RecordKeywordParsingAmbiguityCache, RequiredKeywordParsingAmbiguityCache, XamlAssemblyDeclaredEmbeddedResourcesCache, XamlAssemblyResourcesCache, ContentTrigramIndex, SourcesTrigramIndex, ModifiedFilesCacheForDaemon, ModifiedFilesCacheForCleanup, SolutionResourceCache, CompiledAttributedTypesCache, SourceAttributedTypesCache, WebConfigCacheController, TagPrefixCacheImpl, WebSymbolsCache, RazorTagHelperCache, RazorTagHelperDataCache, RazorInheritsCache, RazorInjectionsCache, RazorNamespaceCache, RazorNamespaceImportsCache, MvcElementsCache, RazorTagHelperCacheCache, MvcCache, RiderTodoManager, RiderDocumentInfoCache, MetaFileGuidCache, ResourceLoadCache, UnityProjectSettingsCache, InputActionsCache, UnityShortcutCache, DeferredHelperCache, AsmDefCache, FileImages time=40ms
10:58:25.818 |V| AsyncCommitServiceImpl        | CacheJobService:45 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.818 |V| AsyncCommitServiceImpl        | CacheJobService:45 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:25.823 |V| AsyncCommitServiceImpl        | CacheJobService:45 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_20225a76-38ef-4726-99b9-48e3674273fc::Commit, no delay
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.893 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:25.929 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:25.929 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_20225a76-38ef-4726-99b9-48e3674273fc::Commit]
10:58:25.929 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:25.933 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.933 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_20225a76-38ef-4726-99b9-48e3674273fc::Commit
10:58:25.948 |V| DeferredCacheController       | :1                 | Start processing files in deferred caches
10:58:25.948 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:25.948 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:25.948 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | [SWEA] Loading started
10:58:26.055 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:26.055 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:58:26.055 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:26.055 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:26.166 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:26.166 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:58:26.166 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:26.166 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:26.173 |V| DependencyManager             | DaemonThread:46    | <DependencyManager.Load> InvalidatedCount: 0
10:58:26.276 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:26.276 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
